"ticker","traded_at","close_price","adj_close_price","open","daily_variation_pct","max_price","min_price","created_at","updated_at"
"BPML11","2025-10-23 00:00:00","78.48","78.48","77.88","0.77","78.50","77.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBRX11","2025-10-23 00:00:00","7.66","7.66","7.59","0.92","7.67","7.57","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VRTA11","2025-10-23 00:00:00","76.20","76.20","76.00","0.26","76.35","76.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BNFS11","2025-10-23 00:00:00","74.00","74.00","74.00","0.00","74.10","73.79","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BTAL11","2025-10-23 00:00:00","77.00","77.00","76.99","0.01","77.03","75.35","2025-10-24 00:00:00","2025-10-24 00:00:00"
"DEVA11","2025-10-23 00:00:00","25.00","25.00","25.01","-0.04","25.17","25.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VIUR11","2025-10-23 00:00:00","5.59","5.59","5.61","-0.36","5.65","5.58","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ABCP11","2025-10-23 00:00:00","73.84","73.84","73.87","-0.04","74.95","72.70","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FCFL11","2025-10-23 00:00:00","125.15","125.15","126.00","-0.67","126.00","124.08","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ALMI11","2025-10-23 00:00:00","625.02","625.02","629.89","-0.77","629.99","625.02","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RZAT11","2025-10-23 00:00:00","87.48","87.48","86.68","0.92","87.49","86.50","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BCIA11","2025-10-23 00:00:00","83.69","83.69","84.02","-0.39","84.43","83.69","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ICRI11","2025-10-23 00:00:00","88.26","88.26","89.68","-1.58","89.68","88.14","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBOP11","2025-10-23 00:00:00","202.00","202.00","207.99","-2.88","207.99","202.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HGRE11","2025-10-23 00:00:00","115.15","115.15","114.51","0.56","115.15","114.18","2025-10-24 00:00:00","2025-10-24 00:00:00"
"NEWU11","2025-10-23 00:00:00","98.94","98.94","96.96","2.04","98.94","96.96","2025-10-24 00:00:00","2025-10-24 00:00:00"
"GGRC11","2025-10-23 00:00:00","9.94","9.94","9.97","-0.30","9.97","9.93","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HABT11","2025-10-23 00:00:00","72.56","72.56","72.91","-0.48","73.17","72.36","2025-10-24 00:00:00","2025-10-24 00:00:00"
"OULG11","2025-10-23 00:00:00","40.40","40.40","39.00","3.59","41.66","39.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBRD11","2025-10-23 00:00:00","39.96","39.96","40.00","-0.10","40.35","39.72","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PMLL11","2025-10-23 00:00:00","101.00","101.00","100.73","0.27","101.00","100.04","2025-10-24 00:00:00","2025-10-24 00:00:00"
"TORD11","2025-10-23 00:00:00","3.10","3.10","3.09","0.32","3.10","3.09","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BRIP11","2025-10-23 00:00:00","600.52","600.52","601.01","-0.08","601.01","600.52","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KCRE11","2025-10-23 00:00:00","8.51","8.51","8.54","-0.35","8.55","8.41","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BBIG11","2025-10-23 00:00:00","6.91","6.91","6.94","-0.43","6.95","6.90","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CPLG11","2025-10-23 00:00:00","12.29","12.29","12.18","0.90","12.30","11.44","2025-10-24 00:00:00","2025-10-24 00:00:00"
"TJKB11","2025-10-23 00:00:00","249.08","249.08","249.10","-0.01","249.10","249.07","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SCPF11","2025-10-23 00:00:00","2.70","2.70","2.62","3.05","2.70","2.62","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RELG11","2025-10-23 00:00:00","64.98","64.98","65.43","-0.69","65.48","64.95","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KORE11","2025-10-23 00:00:00","68.50","68.50","69.18","-0.98","69.45","68.50","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CXAG11","2025-10-23 00:00:00","72.56","72.56","72.52","0.06","73.18","72.52","2025-10-24 00:00:00","2025-10-24 00:00:00"
"XPCM11","2025-10-23 00:00:00","8.77","8.77","8.80","-0.34","8.86","8.77","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BTRA11","2025-10-23 00:00:00","58.82","58.82","59.11","-0.49","59.67","57.83","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SNFF11","2025-10-23 00:00:00","68.75","68.75","69.00","-0.36","69.00","68.52","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BTYU11","2025-10-23 00:00:00","9.65","9.65","9.70","-0.52","9.70","9.25","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SNLG11","2025-10-23 00:00:00","0.87","0.87","1.42","-38.73","1.43","0.85","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VTLT11","2025-10-23 00:00:00","87.17","87.17","87.29","-0.14","87.29","86.41","2025-10-24 00:00:00","2025-10-24 00:00:00"
"INLG11","2025-10-23 00:00:00","74.63","74.63","73.30","1.81","74.68","73.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VGIR11","2025-10-23 00:00:00","9.33","9.33","9.35","-0.21","9.36","9.27","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ZAGH11","2025-10-23 00:00:00","10.36","10.36","10.36","0.00","10.36","10.36","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PLAG11","2025-10-23 00:00:00","48.55","48.55","48.69","-0.29","48.69","47.87","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VINO11","2025-10-23 00:00:00","4.94","4.94","5.01","-1.40","5.01","4.94","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PLRI11","2025-10-23 00:00:00","8.31","8.31","8.31","0.00","8.31","8.31","2025-10-24 00:00:00","2025-10-24 00:00:00"
"INRD11","2025-10-23 00:00:00","75.88","75.88","73.83","2.78","77.47","73.82","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PQDP11","2025-10-23 00:00:00","2325.00","2325.00","2325.07","0.00","2333.00","2325.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNUQ11","2025-10-23 00:00:00","104.17","104.17","104.00","0.16","104.22","103.92","2025-10-24 00:00:00","2025-10-24 00:00:00"
"OUJP11","2025-10-23 00:00:00","74.60","74.60","76.04","-1.89","76.04","74.02","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CYCR11","2025-10-23 00:00:00","8.47","8.47","8.50","-0.35","8.53","8.46","2025-10-24 00:00:00","2025-10-24 00:00:00"
"XPIN11","2025-10-23 00:00:00","73.40","73.40","73.95","-0.74","74.04","73.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNIP11","2025-10-23 00:00:00","86.62","86.62","87.00","-0.44","87.19","86.47","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HREC11","2025-10-23 00:00:00","8.49","8.49","8.41","0.95","8.49","8.32","2025-10-24 00:00:00","2025-10-24 00:00:00"
"AJFI11","2025-10-23 00:00:00","7.65","7.65","7.60","0.66","7.65","7.59","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PCIP11","2025-10-23 00:00:00","78.32","78.32","78.85","-0.67","79.06","77.54","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HSRE11","2025-10-23 00:00:00","100.66","100.66","100.66","0.00","100.66","100.66","2025-10-24 00:00:00","2025-10-24 00:00:00"
"JSRE11","2025-10-23 00:00:00","61.80","61.80","61.86","-0.10","61.90","61.71","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ANCR11","2025-10-23 00:00:00","260.00","260.00","254.79","2.04","260.00","254.79","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PATC11","2025-10-23 00:00:00","41.93","41.93","41.78","0.36","42.00","40.51","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BSLT11","2025-10-23 00:00:00","98.28","98.28","98.55","-0.27","98.55","98.28","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RZLC11","2025-10-23 00:00:00","1010.17","1010.17","1010.17","0.00","1010.17","1010.17","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ARRI11","2025-10-23 00:00:00","6.55","6.55","6.54","0.15","6.56","6.50","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SARE11","2025-10-23 00:00:00","4.75","4.75","4.76","-0.21","4.80","4.69","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CARE11","2025-10-23 00:00:00","1.02","1.02","1.04","-1.92","1.04","1.02","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VSHO11","2025-10-23 00:00:00","73.00","73.00","73.08","-0.11","73.30","73.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBLG11","2025-10-23 00:00:00","54.99","54.99","40.00","37.48","54.99","40.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBRS11","2025-10-23 00:00:00","43.63","43.63","43.63","0.00","43.63","43.63","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RPRI11","2025-10-23 00:00:00","84.71","84.71","84.24","0.56","85.00","84.24","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNCR11","2025-10-23 00:00:00","105.00","105.00","104.96","0.04","105.00","104.61","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNRE11","2025-10-23 00:00:00","0.31","0.31","0.32","-3.13","0.32","0.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BMLC11","2025-10-23 00:00:00","93.50","93.50","93.52","-0.02","93.52","93.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PRSV11","2025-10-23 00:00:00","33.07","33.07","33.04","0.09","33.07","33.04","2025-10-24 00:00:00","2025-10-24 00:00:00"
"MCEM11","2025-10-23 00:00:00","65.77","65.77","65.76","0.02","65.77","65.76","2025-10-24 00:00:00","2025-10-24 00:00:00"
"NCRI11","2025-10-23 00:00:00","8.49","8.49","8.50","-0.12","8.54","8.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VISC11","2025-10-23 00:00:00","107.36","107.36","107.30","0.06","107.99","107.05","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HGPO11","2025-10-23 00:00:00","141.43","141.43","142.00","-0.40","142.00","141.37","2025-10-24 00:00:00","2025-10-24 00:00:00"
"NEWL11","2025-10-23 00:00:00","103.00","103.00","103.82","-0.79","103.82","103.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VPSI11","2025-10-23 00:00:00","22.59","22.59","22.59","0.00","22.59","22.59","2025-10-24 00:00:00","2025-10-24 00:00:00"
"JFLL11","2025-10-23 00:00:00","68.99","68.99","68.73","0.38","68.99","68.27","2025-10-24 00:00:00","2025-10-24 00:00:00"
"WHGR11","2025-10-23 00:00:00","8.86","8.86","8.82","0.45","8.88","8.78","2025-10-24 00:00:00","2025-10-24 00:00:00"
"GARE11","2025-10-23 00:00:00","8.94","8.94","8.94","0.00","8.96","8.92","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FIGS11","2025-10-23 00:00:00","47.98","47.98","48.09","-0.23","48.09","47.81","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNHY11","2025-10-23 00:00:00","99.72","99.72","100.00","-0.28","100.14","99.72","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FYTO11","2025-10-23 00:00:00","7.92","7.92","7.98","-0.75","8.00","7.90","2025-10-24 00:00:00","2025-10-24 00:00:00"
"DAMT11","2025-10-23 00:00:00","8.11","8.11","8.11","0.00","8.11","8.11","2025-10-24 00:00:00","2025-10-24 00:00:00"
"EMET11","2025-10-23 00:00:00","9.80","9.80","10.00","-2.00","10.00","9.80","2025-10-24 00:00:00","2025-10-24 00:00:00"
"TRXF11","2025-10-23 00:00:00","100.90","100.90","100.64","0.26","100.90","100.33","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FMOF11","2025-10-23 00:00:00","42.96","42.96","42.00","2.29","43.00","42.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BTWR11","2025-10-23 00:00:00","105.49","105.49","105.49","0.00","105.49","105.49","2025-10-24 00:00:00","2025-10-24 00:00:00"
"URPR11","2025-10-23 00:00:00","33.98","33.98","33.95","0.09","34.15","33.71","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HOFC11","2025-10-23 00:00:00","28.99","28.99","28.37","2.19","29.00","26.46","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CPSH11","2025-10-23 00:00:00","9.97","9.97","9.84","1.32","9.97","9.80","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SOFF11","2025-10-23 00:00:00","126.00","126.00","126.00","0.00","126.00","126.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ATSA11","2025-10-23 00:00:00","50.99","50.99","51.00","-0.02","51.00","50.99","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RCRB11","2025-10-23 00:00:00","127.00","127.00","125.00","1.60","127.01","125.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ALZR11","2025-10-23 00:00:00","10.49","10.49","10.54","-0.47","10.54","10.45","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BRIM11","2025-10-23 00:00:00","307.00","307.00","323.40","-5.07","349.97","306.06","2025-10-24 00:00:00","2025-10-24 00:00:00"
"APTO11","2025-10-23 00:00:00","8.41","8.41","8.37","0.48","8.41","8.37","2025-10-24 00:00:00","2025-10-24 00:00:00"
"EGDB11","2025-10-23 00:00:00","1164.51","1164.51","1164.51","0.00","1164.51","1164.51","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ZAVI11","2025-10-23 00:00:00","89.66","89.66","91.48","-1.99","91.97","89.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BROF11","2025-10-23 00:00:00","51.97","51.97","51.53","0.85","52.49","51.53","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HPDP11","2025-10-23 00:00:00","89.45","89.45","92.11","-2.89","92.11","89.45","2025-10-24 00:00:00","2025-10-24 00:00:00"
"MCRE11","2025-10-23 00:00:00","8.72","8.72","8.71","0.11","8.73","8.68","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CEOC11","2025-10-23 00:00:00","43.78","43.78","43.50","0.64","43.92","43.50","2025-10-24 00:00:00","2025-10-24 00:00:00"
"JSCR11","2025-10-23 00:00:00","8.00","8.00","8.03","-0.37","8.05","7.97","2025-10-24 00:00:00","2025-10-24 00:00:00"
"PRSN11","2025-10-23 00:00:00","0.98","0.98","0.98","0.00","0.98","0.98","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ZAVC11","2025-10-23 00:00:00","9.15","9.15","9.15","0.00","9.15","9.15","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VVCO11","2025-10-23 00:00:00","14.79","14.79","14.65","0.96","14.80","14.65","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ARXD11","2025-10-23 00:00:00","7.45","7.45","7.48","-0.40","7.59","7.45","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VCRR11","2025-10-23 00:00:00","67.12","67.12","68.00","-1.29","68.00","66.43","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RENV11","2025-10-23 00:00:00","5.78","5.78","5.60","3.21","5.80","5.43","2025-10-24 00:00:00","2025-10-24 00:00:00"
"XPLG11","2025-10-23 00:00:00","101.50","101.50","101.50","0.00","101.79","101.28","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CTXT11","2025-10-23 00:00:00","4.98","4.98","5.04","-1.19","5.04","4.98","2025-10-24 00:00:00","2025-10-24 00:00:00"
"IBCR11","2025-10-23 00:00:00","47.07","47.07","48.18","-2.30","48.18","47.04","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RNGO11","2025-10-23 00:00:00","50.82","50.82","51.79","-1.87","51.80","50.82","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HSLG11","2025-10-23 00:00:00","87.60","87.60","87.77","-0.19","88.00","87.12","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CCME11","2025-10-23 00:00:00","8.66","8.66","8.71","-0.57","8.76","8.66","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HCTR11","2025-10-23 00:00:00","22.00","22.00","21.91","0.41","22.06","21.86","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RECD11","2025-10-23 00:00:00","8.02","8.02","8.27","-3.02","8.27","8.02","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BLUE11","2025-10-23 00:00:00","220.00","220.00","219.96","0.02","225.00","219.96","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BBFI11","2025-10-23 00:00:00","360.01","360.01","352.00","2.28","360.25","352.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ITRI11","2025-10-23 00:00:00","78.85","78.85","79.00","-0.19","79.30","78.51","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RECR11","2025-10-23 00:00:00","76.75","76.75","77.10","-0.45","77.32","76.68","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HUCG11","2025-10-23 00:00:00","85.98","85.98","85.97","0.01","86.00","85.79","2025-10-24 00:00:00","2025-10-24 00:00:00"
"EGYR11","2025-10-23 00:00:00","3.10","3.10","3.10","0.00","3.10","3.10","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FIIB11","2025-10-23 00:00:00","495.50","495.50","496.00","-0.10","496.00","494.50","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CRFF11","2025-10-23 00:00:00","74.80","74.80","74.79","0.01","74.80","74.79","2025-10-24 00:00:00","2025-10-24 00:00:00"
"XPCI11","2025-10-23 00:00:00","84.22","84.22","84.50","-0.33","84.70","84.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"IBBP11","2025-10-23 00:00:00","8.05","8.05","7.80","3.21","9.35","7.80","2025-10-24 00:00:00","2025-10-24 00:00:00"
"WSEC11","2025-10-23 00:00:00","2.50","2.50","2.30","8.70","2.60","2.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"APXM11","2025-10-23 00:00:00","75.00","75.00","75.00","0.00","75.99","72.75","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RBIR11","2025-10-23 00:00:00","93.56","93.56","93.90","-0.36","93.90","92.80","2025-10-24 00:00:00","2025-10-24 00:00:00"
"AZPL11","2025-10-23 00:00:00","7.64","7.64","7.65","-0.13","7.70","7.56","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HAAA11","2025-10-23 00:00:00","49.49","49.49","49.00","1.00","49.49","48.42","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KNRI11","2025-10-23 00:00:00","145.00","145.00","146.00","-0.68","146.25","145.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"KFOF11","2025-10-23 00:00:00","80.02","80.02","80.71","-0.85","81.00","79.47","2025-10-24 00:00:00","2025-10-24 00:00:00"
"EDGA11","2025-10-23 00:00:00","15.06","15.06","15.64","-3.71","15.70","15.01","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CPTS11","2025-10-23 00:00:00","7.61","7.61","7.57","0.53","7.61","7.55","2025-10-24 00:00:00","2025-10-24 00:00:00"
"XPSF11","2025-10-23 00:00:00","6.17","6.17","6.21","-0.64","6.26","6.17","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RECT11","2025-10-23 00:00:00","33.96","33.96","33.78","0.53","34.20","33.77","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BIME11","2025-10-23 00:00:00","6.80","6.80","6.82","-0.29","6.82","6.71","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SNME11","2025-10-23 00:00:00","9.35","9.35","9.47","-1.27","9.47","9.27","2025-10-24 00:00:00","2025-10-24 00:00:00"
"LVBI11","2025-10-23 00:00:00","107.40","107.40","106.90","0.47","107.98","106.37","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HTMX11","2025-10-23 00:00:00","138.68","138.68","137.96","0.52","138.68","137.71","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BICE11","2025-10-23 00:00:00","888.25","888.25","888.25","0.00","888.25","888.25","2025-10-24 00:00:00","2025-10-24 00:00:00"
"SPTW11","2025-10-23 00:00:00","35.30","35.30","34.81","1.41","35.30","34.81","2025-10-24 00:00:00","2025-10-24 00:00:00"
"VCRI11","2025-10-23 00:00:00","7.13","7.13","7.11","0.28","7.19","7.10","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FIVN11","2025-10-23 00:00:00","4.77","4.77","4.85","-1.65","4.95","4.52","2025-10-24 00:00:00","2025-10-24 00:00:00"
"NAVT11","2025-10-23 00:00:00","68.53","68.53","68.30","0.34","68.97","68.30","2025-10-24 00:00:00","2025-10-24 00:00:00"
"ALZC11","2025-10-23 00:00:00","7.51","7.51","7.50","0.13","7.54","7.48","2025-10-24 00:00:00","2025-10-24 00:00:00"
"TRBL11","2025-10-23 00:00:00","62.33","62.33","62.00","0.53","62.72","62.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RZZR11","2025-10-23 00:00:00","135.00","135.00","135.00","0.00","135.00","135.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HGRU11","2025-10-23 00:00:00","126.28","126.28","126.56","-0.22","126.70","126.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"BTHF11","2025-10-23 00:00:00","8.39","8.39","8.41","-0.24","8.46","8.37","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FPAB11","2025-10-23 00:00:00","201.99","201.99","201.98","0.00","201.99","198.31","2025-10-24 00:00:00","2025-10-24 00:00:00"
"EURO11","2025-10-23 00:00:00","266.01","266.01","266.01","0.00","268.99","266.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HGBL11","2025-10-23 00:00:00","8.95","8.95","8.89","0.67","8.95","8.89","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HLOG11","2025-10-23 00:00:00","9.02","9.02","9.01","0.11","9.03","8.52","2025-10-24 00:00:00","2025-10-24 00:00:00"
"FLCR11","2025-10-23 00:00:00","95.00","95.00","94.34","0.70","95.00","94.34","2025-10-24 00:00:00","2025-10-24 00:00:00"
"CNES11","2025-10-23 00:00:00","1.27","1.27","1.39","-8.63","1.51","1.27","2025-10-24 00:00:00","2025-10-24 00:00:00"
"MCCI11","2025-10-23 00:00:00","87.55","87.55","87.89","-0.39","87.89","86.97","2025-10-24 00:00:00","2025-10-24 00:00:00"
"HRDF11","2025-10-23 00:00:00","4.00","4.00","4.00","0.00","4.00","4.00","2025-10-24 00:00:00","2025-10-24 00:00:00"
"RZTR11","2025-10-23 00:00:00","92.20","92.20","91.95","0.27","92.44","91.95","2025-10-24 00:00:00","2025-10-24 00:00:00"
