question,http_status,request_error,explain_enabled,status_status,status_reason,status_message,chosen_intent,chosen_entity,planner_score,gate_accepted,gate_source,gate_reason,gate_min_score,gate_min_gap,gate_gap,score_for_gate,intent_top2_gap_base,intent_top2_gap_final,intent_top1,intent_top2,scoring_mode,scoring_keys,rows_total,result_key,cache_hit,cache_hit_response,cache_hit_metrics,cache_layer,cache_ttl,cache_key,rag_used,fusion_used,elapsed_ms_server,elapsed_ms_total_est,elapsed_ms_client,narrator_used,narrator_latency_ms,narrator_error,answer_text,expected_intent,expected_entity,match_intent,match_entity,match_both,suite_name,suite_description,payload_id,idx,fail_reasons,case_pass
como está o KNRI11 hoje?,200,,True,,ok,ok,fiis_precos,fiis_precos,4.4,True,base,,0.9,0.05,3.3000000000000003,4.4,3.3000000000000003,3.3000000000000003,fiis_precos,fiis_noticias,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:e6c4425bcbb58046232f50cc9b43dd79eb6189ce72d7fec591cf2adbbf6ddd9c,True,False,273,273.0,347.266,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 30/12/2025 | KNRI11 | R$ 153,80 | 153.80 | R$ 159,50 | R$ 159,58 | R$ 153,80 | -3,57% | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",fii_overview,fii_overview,False,False,False,fii_overview,Suíte SQL-only gerada a partir de perguntas existentes para fii_overview.,fii_overview-q2,20,"['status_not_ok', 'entity_mismatch']",False
me dê um overview do MXRF11,200,,True,,ok,ok,fii_overview,fii_overview,7.699999999999999,True,base,,1.0,0.2,6.6,7.699999999999999,6.6,6.6,fii_overview,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fii_overview,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fii_overview:plan:9e2c0fa2da2190c7d02c8809f42130600b271b1c4583e80d0963285580f1d5d2,True,False,223,223.0,324.992,False,,,"### Overview do MXRF11

- Nome: **Maxi Renda Fundo Investimento Imobiliario FII**
- Classificação e gestão: **Papel / Ativa**
- Setor e subsetor: **Títulos e Valores Mobiliários / Logística**
- DY mensal / 12m: **1,05% / 12,26%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| MXRF11 | Maxi Renda Fundo Investimento Imobiliario FII | Papel | Títulos e Valores Mobiliários | Logística | Ativa | 1,05% | 12,26% | R$ 0,10 | 2025-12-12 00:00:00 | R$ 4.390.971.326,00 | 2025-12-31 00:00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| MXRF11 | Investidores Em Geral | Não | R$ 1,17 | 105,70% | 9.025 | 0.070 | 0,00% | 5.043 | 0.000 | 0,01 | 4154120032.00 | 460269531 | 45172971.18 | 1,07% | 15,96% | 1,28 | -1,63 | -0,13 | 9,89% | 2,90% | 3,29% | 0 | 0 | 7 | 7 | 154 | 171 | 275 | 7 | 7 | 2024-05-22 00:00:00 | 2024-05-22 00:00:00 | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",fii_overview,fii_overview,True,True,True,fii_overview,Suíte SQL-only gerada a partir de perguntas existentes para fii_overview.,fii_overview-q3,21,['status_not_ok'],False
qual o CNPJ do HGLG11?,200,,True,,ok,ok,fiis_cadastro,fiis_cadastro,10.999999999999998,True,base,,1.0,0.2,10.999999999999998,10.999999999999998,9.899999999999999,9.899999999999999,fiis_cadastro,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:aca622bb7137e79032cf90201f59831df0b1fe3383a61cd02c341d700aacbcc0,True,False,220,220.0,368.021,False,,,"**HGLG11 — Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda**

- CNPJ do fundo: **11.728.688/0001-47**
- Nome de pregão (B3): **FII HGLG Pax**
- Classificação / gestão: **Tijolo / Ativa**
- Setor / Subsetor: **Imóveis Industriais e Logísticos / Multicategoria**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRHGLGCTF004**
- Data de IPO: **2010-05-03 00:00:00**
- Site oficial: **[Acessar site](https://www.bancogenial.com/)**- Administrador: **Banco Genial S.A.**
- CNPJ do administrador: **45.246.410/0001-55**
- Custodiante: **Banco Genial S.A.**
- Peso no IFIX / IFIL: **3,71% / 4,21%**
- Nº de cotas / cotistas: **42404675 / 40600112.01**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q1,22,['status_not_ok'],False
quem administra o VISC11?,200,,True,,ok,ok,fiis_cadastro,fiis_cadastro,3.3,True,base,,1.0,0.2,3.3,3.3,2.1999999999999997,2.1999999999999997,fiis_cadastro,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:4c96f1228b861248cd1652d6261c337f3006dacb265903215ade25677980c28d,True,False,282,282.0,419.399,False,,,"**VISC11 — Vinci Shopping Centers Fundo Invest Imobiliario FII**

- CNPJ do fundo: **17.554.274/0001-25**
- Nome de pregão (B3): **FII Vinci Sc**
- Classificação / gestão: **Tijolo / Ativa**
- Setor / Subsetor: **Shoppings / Shoppings**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRVISCCTF005**
- Data de IPO: **2013-08-07 00:00:00**
- Site oficial: **[Acessar site](https://www.apexgroup.com/apex-brazil/)**- Administrador: **Brl Trust Dtvm S.A.**
- CNPJ do administrador: **13.486.793/0001-42**
- Custodiante: **Brl Trust Dtvm S.A.**
- Peso no IFIX / IFIL: **2,19% / 2,49%**
- Nº de cotas / cotistas: **28828640 / 23417562.73**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q2,23,['status_not_ok'],False
qual o site oficial do MXRF11?,200,,True,,ok,ok,fiis_cadastro,fiis_cadastro,8.8,True,base,,1.0,0.2,8.8,8.8,7.700000000000001,7.700000000000001,fiis_cadastro,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,cadastro_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_cadastro:plan:15720166823dbd45e195d32f31d66dc1a948b7fadc4a4cc4d016c136bcabb094,True,False,289,289.0,361.149,False,,,"**MXRF11 — Maxi Renda Fundo Investimento Imobiliario FII**

- CNPJ do fundo: **97.521.225/0001-25**
- Nome de pregão (B3): **FII Maxi Ren**
- Classificação / gestão: **Papel / Ativa**
- Setor / Subsetor: **Títulos e Valores Mobiliários / Logística**
- Público-alvo: **Investidores Em Geral**
- Fundo exclusivo: **Não**
- Código ISIN: **BRMXRFCTF008**
- Data de IPO: **2012-04-13 00:00:00**
- Site oficial: **[Acessar site](https://www.btgpactual.com)**- Administrador: **Btg Pactual Servicos Financeiros S/A Dtvm**
- CNPJ do administrador: **59.281.253/0001-23**
- Custodiante: **Banco Btg Pactual S A**
- Peso no IFIX / IFIL: **2,90% / 3,29%**
- Nº de cotas / cotistas: **460269531 / 45172971.18**- Criado em: **2024-05-22 00:00:00**
- Atualizado em: **2025-12-31 00:00:00**",fiis_cadastro,fiis_cadastro,True,True,True,fiis_cadastro,Suíte SQL-only gerada a partir de perguntas existentes para fiis_cadastro.,fiis_cadastro-q3,24,['status_not_ok'],False
quais dividendos o MXRF11 pagou neste mês?,200,,True,,ok,ok,fiis_dividendos,fiis_dividendos,2.2,True,base,,0.9,0.15,1.1,2.2,1.1,1.1,fiis_dividendos,client_fiis_dividends_evolution,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:fc8b960aa5fc19ee241d3d19a5c289c135406161c41e2d73960b1d4bfa65d908,True,False,210,210.0,269.135,False,,,"**Dividendos de MXRF11**

    Último pagamento em 18/03/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 12/12/2025 | 28/11/2025 | R$ 0,10 |
      | 07/11/2025 | 31/10/2025 | R$ 0,10 |
      | 14/10/2025 | 30/09/2025 | R$ 0,10 |
      | 12/09/2025 | 29/08/2025 | R$ 0,10 |
      | 14/08/2025 | 31/07/2025 | R$ 0,10 |
      | 14/07/2025 | 30/06/2025 | R$ 0,10 |
      | 13/06/2025 | 30/05/2025 | R$ 0,10 |
      | 15/05/2025 | 30/04/2025 | R$ 0,10 |
      | 14/04/2025 | 31/03/2025 | R$ 0,09 |
      | 18/03/2025 | 28/02/2025 | R$ 0,09 |
      | 14/02/2025 | 31/01/2025 | R$ 0,09 |
      | 14/01/2025 | 30/12/2024 | R$ 0,10 |",fiis_dividendos,fiis_dividendos,True,True,True,fiis_dividendos,Suíte SQL-only gerada a partir de perguntas existentes para fiis_dividendos.,fiis_dividendos-q1,25,['status_not_ok'],False
quando foi o último pagamento do HGLG11?,200,,True,,ok,ok,fiis_dividendos,fiis_dividendos,4.4,True,base,,0.9,0.15,3.3000000000000003,4.4,3.3000000000000003,3.3000000000000003,fiis_dividendos,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:183de4bb0701b315ce8ac601a9a949e1e3a306d25e067c962d8ca89de96aea5b,True,False,306,306.0,384.126,False,,,"**Dividendos de HGLG11**

    Último pagamento em 12/12/2025: **R$ 1,10** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 12/12/2025 | 28/11/2025 | R$ 1,10 |",fiis_dividendos,fiis_dividendos,True,True,True,fiis_dividendos,Suíte SQL-only gerada a partir de perguntas existentes para fiis_dividendos.,fiis_dividendos-q2,26,['status_not_ok'],False
qual o dividendo do CPTS11 com data-com mais recente?,200,,True,,ok,ok,fiis_dividendos,fiis_dividendos,7.699999999999999,True,base,,0.9,0.15,6.6,7.699999999999999,6.6,6.6,fiis_dividendos,macro_consolidada,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,dividendos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_dividendos:plan:936f0f5aea9a1c60902bfd38eaf0cd804c2db9db732914120a31aa68a6a12eb9,True,False,294,294.0,394.603,False,,,"**Dividendos de CPTS11**

    Último pagamento em 17/12/2025: **R$ 0,09** por cota.

    | Data de pagamento | Data-com | Valor por cota |
    | --- | --- | --- |
      | 17/12/2025 | 10/12/2025 | R$ 0,09 |",fiis_dividendos,fiis_dividendos,True,True,True,fiis_dividendos,Suíte SQL-only gerada a partir de perguntas existentes para fiis_dividendos.,fiis_dividendos-q3,27,['status_not_ok'],False
receita com vencimento em 0–3 meses do HGLG11,200,,True,,ok,ok,fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,5.5,True,base,,0.8,0.15,4.4,5.5,4.4,4.4,fiis_financials_revenue_schedule,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,financials_revenue,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_financials_revenue_schedule:plan:2e578e4ad9f2ddf2a667a4047fa6697776a5b32f35bf407e024efcb9a7d1c1db,True,False,273,273.0,366.534,False,,,"**Estrutura de receitas do HGLG11**

- Curto prazo (0–12m): **0–3m 13,47%**, **3–6m 5,18%**, **6–9m 2,05%**, **9–12m 0,96%**
- Médio prazo (12–36m): **12–15m 1,81%**, **15–18m 3,03%**, **18–21m 3,58%**, **21–24m 7,55%**, **24–27m 1,54%**, **27–30m 1,88%**, **30–33m 1,14%**, **33–36m 1,00%**
- Longo prazo e indefinido: **>36m 56,76%**, **Indeterminado 0,00%**
- Indexadores da receita: **IPCA 86,00%**, **IGPM 13,00%**, **INPC 0,00%**, **INCC 0,00%**",fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,True,True,True,fiis_financials_revenue_schedule,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_revenue_schedule.,fiis_financials_revenue_schedule-q1,28,['status_not_ok'],False
quanto vence em 12 meses do XPML11,200,,True,,ok,ok,fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,7.699999999999999,True,base,,0.8,0.15,3.299999999999999,7.699999999999999,3.299999999999999,3.299999999999999,fiis_financials_revenue_schedule,fiis_yield_history,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,financials_revenue,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_financials_revenue_schedule:plan:9016ae7bff195f02edb66fbc36bea32ff47689ce986e4378c0e6f8a5a3970363,True,False,341,341.0,445.992,False,,,"**Estrutura de receitas do XPML11**

- Curto prazo (0–12m): **0–3m 0,00%**, **3–6m 0,00%**, **6–9m 0,00%**, **9–12m 0,00%**
- Médio prazo (12–36m): **12–15m 0,00%**, **15–18m 0,00%**, **18–21m 0,00%**, **21–24m 0,00%**, **24–27m 0,00%**, **27–30m 0,00%**, **30–33m 0,00%**, **33–36m 0,00%**
- Longo prazo e indefinido: **>36m 0,00%**, **Indeterminado 0,00%**
- Indexadores da receita: **IPCA 0,00%**, **IGPM 0,00%**, **INPC 0,00%**, **INCC 0,00%**",fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,True,True,True,fiis_financials_revenue_schedule,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_revenue_schedule.,fiis_financials_revenue_schedule-q2,29,['status_not_ok'],False
estrutura de recebíveis do VISC11,200,,True,,ok,ok,fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,7.699999999999999,True,base,,0.8,0.15,7.699999999999999,7.699999999999999,6.6,6.6,fiis_financials_revenue_schedule,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,financials_revenue,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_financials_revenue_schedule:plan:13facb255b140616b63464e95edcc0dc75638abe72ba42726289df2dd211b44a,True,False,226,226.0,299.351,False,,,"**Estrutura de receitas do VISC11**

- Curto prazo (0–12m): **0–3m 4,02%**, **3–6m 2,44%**, **6–9m 2,22%**, **9–12m 4,07%**
- Médio prazo (12–36m): **12–15m 2,31%**, **15–18m 2,85%**, **18–21m 2,89%**, **21–24m 3,70%**, **24–27m 3,01%**, **27–30m 2,89%**, **30–33m 2,43%**, **33–36m 6,62%**
- Longo prazo e indefinido: **>36m 39,66%**, **Indeterminado 20,84%**
- Indexadores da receita: **IPCA 1,87%**, **IGPM 60,49%**, **INPC 0,80%**, **INCC 0,00%**",fiis_financials_revenue_schedule,fiis_financials_revenue_schedule,True,True,True,fiis_financials_revenue_schedule,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_revenue_schedule.,fiis_financials_revenue_schedule-q3,30,['status_not_ok'],False
qual o Sharpe do HGRU11?,200,,True,,ok,ok,fiis_financials_risk,fiis_financials_risk,4.4,True,base,,0.85,0.2,4.4,4.4,4.4,4.4,fiis_financials_risk,carteira_enriquecida,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,financials_risk,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_financials_risk:plan:c8e219f37d545ea9f15b948442d8541da8d8cfb36e3b7081149a067999a7bbde,True,False,340,340.0,425.596,False,,,"| Código | Volatilidade | Sharpe | Sortino | Treynor | Alfa de Jensen | Beta | Máx. drawdown (%) | R² (%) | Atualizado em |
| --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- |
| HGRU11 | 1,45 | -1,18 | -0,12 | -0 | -0 | 0,4 | 10,67% | 7,68% | 2025-12-31 00:00:00 |",fiis_financials_risk,fiis_financials_risk,True,True,True,fiis_financials_risk,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_risk.,fiis_financials_risk-q1,31,['status_not_ok'],False
beta e R² do KNRI11 em relação ao IFIX,200,,True,,gated,Blocked by threshold: low_score,ticker_query,fiis_precos,-4.4,False,base,low_score,0.9,0.05,-4.4,-4.4,1.1,1.1,macro_consolidada,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,0,,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:1b681ea2362ae3cc7bce69f9cec48bb72a719e43bd660f0350495c682f517118,True,False,218,218.0,223.087,,,,"Não consegui decidir com segurança entre rotas possíveis (low_score | Blocked by threshold: low_score). Tente reformular especificando o que precisa (ex.: risco, dividendos, preços, cadastro/segmento). Possíveis rotas: macro_consolidada (-1.100), client_fiis_performance_vs_benchmark (-2.200), client_fiis_performance_vs_benchmark_summary (-2.200).",fiis_financials_risk,fiis_financials_risk,False,False,False,fiis_financials_risk,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_risk.,fiis_financials_risk-q2,32,"['status_not_ok', 'entity_mismatch']",False
qual foi o máximo drawdown do MXRF11 nos últimos 12 meses?,200,,True,,ok,ok,fiis_yield_history,fiis_yield_history,2.75,True,base,,0.9,0.15,1.0999999999999996,2.75,1.0999999999999996,1.0999999999999996,fiis_yield_history,fiis_financials_risk,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,yield_history,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:3a3ab75accb0de9064d2502c9859fc7637653a02050b33a7564b65db1212210d,True,False,305,305.0,485.579,False,,,"**Dividend yield mensal de MXRF11**

    Último mês em 2025-12-01: dividendos **0.10**; DY mensal **0,01%**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | 2025-12-01 | 0.10 | 9.54 | 0,01% |
      | 2025-11-01 | 0.10 | 9.63 | 0,01% |
      | 2025-10-01 | 0.10 | 9.65 | 0,01% |
      | 2025-09-01 | 0.10 | 9.77 | 0,01% |
      | 2025-08-01 | 0.10 | 9.62 | 0,01% |
      | 2025-07-01 | 0.10 | 9.60 | 0,01% |
      | 2025-06-01 | 0.10 | 9.52 | 0,01% |
      | 2025-05-01 | 0.10 | 9.56 | 0,01% |
      | 2025-04-01 | 0.09 | 9.30 | 0,01% |
      | 2025-03-01 | 0.09 | 9.16 | 0,01% |
      | 2025-02-01 | 0.09 | 9.08 | 0,01% |
      | 2025-01-01 | 0.10 | 9.21 | 0,01% |",fiis_financials_risk,fiis_financials_risk,False,False,False,fiis_financials_risk,Suíte SQL-only gerada a partir de perguntas existentes para fiis_financials_risk.,fiis_financials_risk-q3,33,"['status_not_ok', 'entity_mismatch']",False
