question,http_status,request_error,explain_enabled,status_status,status_reason,status_message,chosen_intent,chosen_entity,planner_score,gate_accepted,gate_source,gate_reason,gate_min_score,gate_min_gap,gate_gap,score_for_gate,intent_top2_gap_base,intent_top2_gap_final,intent_top1,intent_top2,scoring_mode,scoring_keys,rows_total,result_key,cache_hit,cache_hit_response,cache_hit_metrics,cache_layer,cache_ttl,cache_key,rag_used,fusion_used,elapsed_ms_server,elapsed_ms_total_est,elapsed_ms_client,narrator_used,narrator_latency_ms,narrator_error,answer_text,expected_intent,expected_entity,match_intent,match_entity,match_both,suite_name,suite_description,payload_id,idx,fail_reasons,case_pass
Qual foi o DY mensal do {{ticker}} em {{mês/ano}}?,200,,True,,ok,ok,fiis_yield_history,fiis_yield_history,3.8499999999999996,True,base,,0.9,0.15,3.3,3.8499999999999996,3.3,3.3,fiis_yield_history,client_fiis_dividends_evolution,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,yield_history,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:3a3ab75accb0de9064d2502c9859fc7637653a02050b33a7564b65db1212210d,True,False,189,189.0,438.215,False,,,"**Dividend yield mensal de MXRF11**

    Último mês em 2025-12-01: dividendos **0.10**; DY mensal **0,01%**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | 2025-12-01 | 0.10 | 9.54 | 0,01% |
      | 2025-11-01 | 0.10 | 9.63 | 0,01% |
      | 2025-10-01 | 0.10 | 9.65 | 0,01% |
      | 2025-09-01 | 0.10 | 9.77 | 0,01% |
      | 2025-08-01 | 0.10 | 9.62 | 0,01% |
      | 2025-07-01 | 0.10 | 9.60 | 0,01% |
      | 2025-06-01 | 0.10 | 9.52 | 0,01% |
      | 2025-05-01 | 0.10 | 9.56 | 0,01% |
      | 2025-04-01 | 0.09 | 9.30 | 0,01% |
      | 2025-03-01 | 0.09 | 9.16 | 0,01% |
      | 2025-02-01 | 0.09 | 9.08 | 0,01% |
      | 2025-01-01 | 0.10 | 9.21 | 0,01% |",fiis_yield_history,fiis_yield_history,True,True,True,fiis_yield_history,Suíte SQL-only gerada a partir de perguntas existentes para fiis_yield_history.,fiis_yield_history-q1,52,['status_not_ok'],False
Como tem sido a evolução do DY do {{ticker}} nos últimos 12 meses?,200,,True,,ok,ok,fiis_yield_history,fiis_yield_history,12.099999999999998,True,base,,0.9,0.15,9.899999999999999,12.099999999999998,9.899999999999999,9.899999999999999,fiis_yield_history,history_market_indicators,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,12,yield_history,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:3a3ab75accb0de9064d2502c9859fc7637653a02050b33a7564b65db1212210d,True,False,164,164.0,297.027,False,,,"**Dividend yield mensal de MXRF11**

    Último mês em 2025-12-01: dividendos **0.10**; DY mensal **0,01%**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | 2025-12-01 | 0.10 | 9.54 | 0,01% |
      | 2025-11-01 | 0.10 | 9.63 | 0,01% |
      | 2025-10-01 | 0.10 | 9.65 | 0,01% |
      | 2025-09-01 | 0.10 | 9.77 | 0,01% |
      | 2025-08-01 | 0.10 | 9.62 | 0,01% |
      | 2025-07-01 | 0.10 | 9.60 | 0,01% |
      | 2025-06-01 | 0.10 | 9.52 | 0,01% |
      | 2025-05-01 | 0.10 | 9.56 | 0,01% |
      | 2025-04-01 | 0.09 | 9.30 | 0,01% |
      | 2025-03-01 | 0.09 | 9.16 | 0,01% |
      | 2025-02-01 | 0.09 | 9.08 | 0,01% |
      | 2025-01-01 | 0.10 | 9.21 | 0,01% |",fiis_yield_history,fiis_yield_history,True,True,True,fiis_yield_history,Suíte SQL-only gerada a partir de perguntas existentes para fiis_yield_history.,fiis_yield_history-q2,53,['status_not_ok'],False
Quais FIIs tiveram maior DY médio nos últimos 6 meses?,200,,True,,ok,ok,fiis_yield_history,fiis_yield_history,3.8499999999999996,True,base,,0.9,0.15,4.3999999999999995,3.8499999999999996,0.0,0.0,fiis_rankings,fiis_yield_history,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,yield_history,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_yield_history:plan:1232d9a7ecd8af859afe63001e9d086216f69ccac9d62a57369c7b0bdef890d8,True,False,223,223.0,323.923,False,,,"**Dividend yield mensal de MXRF11**

    Último mês em -: dividendos **0.10000000000000000000**; DY mensal **-**.

    | Mês de referência | Dividendos (R$) | Preço ref. (R$) | DY mensal |
    | --- | --- | --- | --- |
      | - | 0.10000000000000000000 | - | - |",fiis_yield_history,fiis_yield_history,True,True,True,fiis_yield_history,Suíte SQL-only gerada a partir de perguntas existentes para fiis_yield_history.,fiis_yield_history-q3,54,['status_not_ok'],False
quanto fechou o IFIX ontem?,200,,True,,ok,ok,history_b3_indexes,history_b3_indexes,1.6500000000000004,True,base,,0.8,0.1,4.4,1.6500000000000004,4.4,4.4,history_b3_indexes,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,history_b3_indexes,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:history_b3_indexes:plan:8057d6d3fa5f2ec7de38c6e243fb74f10217c97c4bd6143422eacb0035105d3e,True,False,363,363.0,483.748,False,,,"**Índices B3 (D-1)**

  Última data 2025-11-17 00:00:00:
  - IBOV: **157739 pts** (Δ **0,37%**)
  - IFIX: **3617 pts** (Δ **0,71%**)
  - IFIL: **1597 pts** (Δ **0,72%**)

  | Data | IBOV (pts) | IBOV (Δ%) | IFIX (pts) | IFIX (Δ%) | IFIL (pts) | IFIL (Δ%) |
  | --- | --- | --- | --- | --- | --- | --- |
    | 2025-11-17 00:00:00 | 157739 | 0,37% | 3617 | 0,71% | 1597 | 0,72% |",history_b3_indexes,history_b3_indexes,True,True,True,history_b3_indexes,Suíte SQL-only gerada a partir de perguntas existentes para history_b3_indexes.,history_b3_indexes-q1,55,['status_not_ok'],False
qual foi a variação do IBOV na data X?,200,,True,,ok,ok,history_b3_indexes,history_b3_indexes,3.3,True,base,,0.8,0.1,3.3,3.3,3.3,3.3,history_b3_indexes,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,history_b3_indexes,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:history_b3_indexes:plan:03ee0e407da8ff55b116af27db74cdb0d7a93ea167da5c88b6ac11dcabe3970a,True,False,420,420.0,507.596,False,,,"**Índices B3 (D-1)**

  Última data 2025-11-17 00:00:00:
  - IBOV: **157739 pts** (Δ **0,37%**)
  - IFIX: **3617 pts** (Δ **0,71%**)
  - IFIL: **1597 pts** (Δ **0,72%**)

  | Data | IBOV (pts) | IBOV (Δ%) | IFIX (pts) | IFIX (Δ%) | IFIL (pts) | IFIL (Δ%) |
  | --- | --- | --- | --- | --- | --- | --- |
    | 2025-11-17 00:00:00 | 157739 | 0,37% | 3617 | 0,71% | 1597 | 0,72% |
    | 2025-11-14 00:00:00 | 157739 | 0,37% | 3617 | 0,71% | 1597 | 0,72% |
    | 2025-11-13 00:00:00 | 157162 | -0,30% | 3591 | -0,17% | 1586 | -0,18% |
    | 2025-11-12 00:00:00 | 157633 | -0,07% | 3597 | 0,12% | 1589 | 0,13% |
    | 2025-11-11 00:00:00 | 157749 | 1,60% | 3593 | -0,01% | 1587 | -0,02% |
    | 2025-11-10 00:00:00 | 154064 | 0,47% | 3597 | 0,11% | 1587 | -0,09% |
    | 2025-11-07 00:00:00 | 154064 | 0,47% | 3597 | 0,11% | 1588 | 0,12% |
    | 2025-11-06 00:00:00 | 153339 | 0,03% | 3593 | 0,05% | 1586 | 0,06% |
    | 2025-11-05 00:00:00 | 153294 | 1,72% | 3591 | 0,03% | 1585 | 0,02% |
    | 2025-11-04 00:00:00 | 150704 | 0,17% | 3590 | -0,05% | 1585 | -0,07% |",history_b3_indexes,history_b3_indexes,True,True,True,history_b3_indexes,Suíte SQL-only gerada a partir de perguntas existentes para history_b3_indexes.,history_b3_indexes-q2,56,['status_not_ok'],False
mostrar IFIL da semana passada,200,,True,,gated,Blocked by threshold: low_score,ticker_query,fiis_precos,-4.4,False,base,low_score,0.9,0.05,-4.4,-4.4,0.0,0.0,client_fiis_performance_vs_benchmark,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,0,,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:44f14ae98291ef48af2a1d54d88e54d91c921b56b96f9d0339edacaa2eec973a,True,False,174,174.0,178.923,,,,"Não consegui decidir com segurança entre rotas possíveis (low_score | Blocked by threshold: low_score). Tente reformular especificando o que precisa (ex.: risco, dividendos, preços, cadastro/segmento). Possíveis rotas: client_fiis_performance_vs_benchmark (-2.200), client_fiis_performance_vs_benchmark_summary (-2.200), fiis_rankings (-2.200).",history_b3_indexes,history_b3_indexes,False,False,False,history_b3_indexes,Suíte SQL-only gerada a partir de perguntas existentes para history_b3_indexes.,history_b3_indexes-q3,57,"['status_not_ok', 'entity_mismatch']",False
como fechou o dólar ontem?,200,,True,,gated,Blocked by threshold: low_score,ticker_query,fiis_precos,-2.75,False,base,low_score,0.9,0.05,-2.75,-2.75,0.0,0.0,history_currency_rates,macro_consolidada,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,0,,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:44f14ae98291ef48af2a1d54d88e54d91c921b56b96f9d0339edacaa2eec973a,True,False,140,140.0,144.621,,,,"Não consegui decidir com segurança entre rotas possíveis (low_score | Blocked by threshold: low_score). Tente reformular especificando o que precisa (ex.: risco, dividendos, preços, cadastro/segmento). Possíveis rotas: history_currency_rates (-0.550), macro_consolidada (-0.550), carteira_enriquecida (-1.650).",history_currency_rates,history_currency_rates,False,False,False,history_currency_rates,Suíte SQL-only gerada a partir de perguntas existentes para history_currency_rates.,history_currency_rates-q1,58,"['status_not_ok', 'entity_mismatch']",False
qual a variação do euro na última cotação?,200,,True,,ok,ok,fiis_precos,fiis_precos,5.499999999999999,True,base,,0.9,0.05,2.1999999999999993,5.499999999999999,2.1999999999999993,2.1999999999999993,fiis_precos,history_currency_rates,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:87b9aba49e3d1ffe6d430fd9db99636b6e35f1bd39ce2c75bf666166f63ad87a,True,False,220,220.0,279.613,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 30/12/2025 | EURO11 | R$ 300,00 | 300.00 | R$ 293,89 | R$ 300,00 | R$ 290,98 | 2,08% | 2025-12-31 00:00:00 | 2025-12-31 00:00:00 |",history_currency_rates,history_currency_rates,False,False,False,history_currency_rates,Suíte SQL-only gerada a partir de perguntas existentes para history_currency_rates.,history_currency_rates-q2,59,"['status_not_ok', 'entity_mismatch']",False
mostrar câmbio recente para contextualizar FIIs dolarizados,200,,True,,gated,Blocked by threshold: low_score,ticker_query,fiis_precos,-2.2,False,base,low_score,0.9,0.05,-2.2,-2.2,0.0,0.0,fiis_noticias,history_currency_rates,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,0,,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:fiis_precos:plan:7e7dab341ec20385ddced9acdfa5ebdf6cbd13191878ffcab85a010368b6ca8f,True,False,191,191.0,195.821,,,,"Não consegui decidir com segurança entre rotas possíveis (low_score | Blocked by threshold: low_score). Tente reformular especificando o que precisa (ex.: risco, dividendos, preços, cadastro/segmento). Possíveis rotas: fiis_noticias (-1.100), history_currency_rates (-1.100), macro_consolidada (-1.100).",history_currency_rates,history_currency_rates,False,False,False,history_currency_rates,Suíte SQL-only gerada a partir de perguntas existentes para history_currency_rates.,history_currency_rates-q3,60,"['status_not_ok', 'entity_mismatch']",False
qual foi o CDI ontem?,200,,True,,ok,ok,history_market_indicators,history_market_indicators,2.75,True,base,,0.8,0.1,3.3,2.75,3.3,3.3,history_market_indicators,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,history_market_indicators,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:history_market_indicators:plan:f49955921553c5c1d9960c452cd6c78b7078f87c489998f4c111951fb568b1aa,True,False,383,383.0,554.236,False,,,"**Indicadores de mercado (D-1)**

  Último registro em 2025-11-14 00:00:00: **SELIC = R$ 14,90**.

  | Data | Indicador | Valor |
  | --- | --- | --- |
    | 2025-11-14 00:00:00 | SELIC | R$ 14,90 |",history_market_indicators,history_market_indicators,True,True,True,history_market_indicators,Suíte SQL-only gerada a partir de perguntas existentes para history_market_indicators.,history_market_indicators-q1,61,['status_not_ok'],False
quanto está o IPCA acumulado no último dado?,200,,True,,ok,ok,history_market_indicators,history_market_indicators,4.4,True,base,,0.8,0.1,3.3000000000000003,4.4,3.3000000000000003,3.3000000000000003,history_market_indicators,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,history_market_indicators,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:history_market_indicators:plan:f49955921553c5c1d9960c452cd6c78b7078f87c489998f4c111951fb568b1aa,True,False,168,168.0,287.525,False,,,"**Indicadores de mercado (D-1)**

  Último registro em 2025-11-14 00:00:00: **SELIC = R$ 14,90**.

  | Data | Indicador | Valor |
  | --- | --- | --- |
    | 2025-11-14 00:00:00 | SELIC | R$ 14,90 |",history_market_indicators,history_market_indicators,True,True,True,history_market_indicators,Suíte SQL-only gerada a partir de perguntas existentes para history_market_indicators.,history_market_indicators-q2,62,['status_not_ok'],False
mostrar a SELIC na data X,200,,True,,ok,ok,macro_consolidada,macro_consolidada,1.6500000000000001,True,base,,0.9,0.2,1.1,1.6500000000000001,1.1,1.1,macro_consolidada,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,ref_date,False,False,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:macro_consolidada:plan:1ae42784a8fdf4eefe6bf9e7e88bff6005889b64d78e3ec2e854608e0ff1b82c,True,False,237,237.0,303.586,False,,,"**Último registro em 2025-11-14**

  - IPCA: **-**
  - Juros: **SELIC 14.90**, **CDI -**
  - Índices: **IFIX 3617 pts (0,71%)**, **IBOV 157739 pts (0,37%)**
  - Câmbio: **USD compra R$ 5,30, venda R$ 5,30 (0,00%)**; **EUR compra R$ 6,15, venda R$ 6,16 (-0,01%)**

  | Data ref. | IPCA | SELIC | CDI | IFIX (pts) | IFIX var. (%) | IBOV (pts) | IBOV var. (%) | USD compra (R$) | USD venda (R$) | USD var. (%) | EUR compra (R$) | EUR venda (R$) | EUR var. (%) |
  | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2025-11-14 | - | 14.90 | - | 3617 | 0,71% | 157739 | 0,37% | R$ 5,30 | R$ 5,30 | 0,00% | R$ 6,15 | R$ 6,16 | -0,01% |
| 2025-11-13 | - | 14.90 | 14.90 | 3591 | -0,17% | 157162 | -0,30% | R$ 5,30 | R$ 5,30 | 0,04% | R$ 6,16 | R$ 6,17 | 0,08% |
| 2025-11-12 | - | 14.90 | 14.90 | 3597 | 0,12% | 157633 | -0,07% | R$ 5,29 | R$ 5,29 | 0,02% | R$ 6,14 | R$ 6,14 | 0,03% |
| 2025-11-11 | - | 14.90 | 14.90 | 3593 | -0,01% | 157749 | 1,60% | R$ 5,27 | R$ 5,27 | 0,02% | R$ 6,11 | R$ 6,11 | -0,02% |
| 2025-11-10 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-09 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-08 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-07 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-06 | - | 14.90 | 14.90 | 3593 | 0,05% | 153339 | 0,03% | R$ 5,35 | R$ 5,35 | 0,05% | R$ 6,18 | R$ 6,18 | 0,06% |
| 2025-11-05 | - | 14.90 | 14.90 | 3591 | 0,03% | 153294 | 1,72% | R$ 5,36 | R$ 5,36 | 0,09% | R$ 6,16 | R$ 6,16 | 0,09% |",history_market_indicators,history_market_indicators,False,False,False,history_market_indicators,Suíte SQL-only gerada a partir de perguntas existentes para history_market_indicators.,history_market_indicators-q3,63,"['status_not_ok', 'entity_mismatch']",False
IPCA e SELIC no dia {{data}},200,,True,,ok,ok,macro_consolidada,macro_consolidada,2.75,True,base,,0.9,0.2,1.0999999999999999,2.75,1.0999999999999999,1.0999999999999999,macro_consolidada,history_market_indicators,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,ref_date,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:macro_consolidada:plan:1ae42784a8fdf4eefe6bf9e7e88bff6005889b64d78e3ec2e854608e0ff1b82c,True,False,163,163.0,260.23,False,,,"**Último registro em 2025-11-14**

  - IPCA: **-**
  - Juros: **SELIC 14.90**, **CDI -**
  - Índices: **IFIX 3617 pts (0,71%)**, **IBOV 157739 pts (0,37%)**
  - Câmbio: **USD compra R$ 5,30, venda R$ 5,30 (0,00%)**; **EUR compra R$ 6,15, venda R$ 6,16 (-0,01%)**

  | Data ref. | IPCA | SELIC | CDI | IFIX (pts) | IFIX var. (%) | IBOV (pts) | IBOV var. (%) | USD compra (R$) | USD venda (R$) | USD var. (%) | EUR compra (R$) | EUR venda (R$) | EUR var. (%) |
  | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2025-11-14 | - | 14.90 | - | 3617 | 0,71% | 157739 | 0,37% | R$ 5,30 | R$ 5,30 | 0,00% | R$ 6,15 | R$ 6,16 | -0,01% |
| 2025-11-13 | - | 14.90 | 14.90 | 3591 | -0,17% | 157162 | -0,30% | R$ 5,30 | R$ 5,30 | 0,04% | R$ 6,16 | R$ 6,17 | 0,08% |
| 2025-11-12 | - | 14.90 | 14.90 | 3597 | 0,12% | 157633 | -0,07% | R$ 5,29 | R$ 5,29 | 0,02% | R$ 6,14 | R$ 6,14 | 0,03% |
| 2025-11-11 | - | 14.90 | 14.90 | 3593 | -0,01% | 157749 | 1,60% | R$ 5,27 | R$ 5,27 | 0,02% | R$ 6,11 | R$ 6,11 | -0,02% |
| 2025-11-10 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-09 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-08 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-07 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-06 | - | 14.90 | 14.90 | 3593 | 0,05% | 153339 | 0,03% | R$ 5,35 | R$ 5,35 | 0,05% | R$ 6,18 | R$ 6,18 | 0,06% |
| 2025-11-05 | - | 14.90 | 14.90 | 3591 | 0,03% | 153294 | 1,72% | R$ 5,36 | R$ 5,36 | 0,09% | R$ 6,16 | R$ 6,16 | 0,09% |",macro_consolidada,macro_consolidada,True,True,True,macro_consolidada,Suíte SQL-only gerada a partir de perguntas existentes para macro_consolidada.,macro_consolidada-q1,64,['status_not_ok'],False
IFIX e IBOV na semana passada,200,,True,,ok,ok,macro_consolidada,macro_consolidada,3.3,True,base,,0.9,0.2,4.3999999999999995,3.3,4.3999999999999995,4.3999999999999995,macro_consolidada,client_fiis_performance_vs_benchmark,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,ref_date,True,True,,response,86400,araquem:dev-20251030:cfg-4b3f1d4e:pub:macro_consolidada:plan:1ae42784a8fdf4eefe6bf9e7e88bff6005889b64d78e3ec2e854608e0ff1b82c,True,False,149,149.0,270.25,False,,,"**Último registro em 2025-11-14**

  - IPCA: **-**
  - Juros: **SELIC 14.90**, **CDI -**
  - Índices: **IFIX 3617 pts (0,71%)**, **IBOV 157739 pts (0,37%)**
  - Câmbio: **USD compra R$ 5,30, venda R$ 5,30 (0,00%)**; **EUR compra R$ 6,15, venda R$ 6,16 (-0,01%)**

  | Data ref. | IPCA | SELIC | CDI | IFIX (pts) | IFIX var. (%) | IBOV (pts) | IBOV var. (%) | USD compra (R$) | USD venda (R$) | USD var. (%) | EUR compra (R$) | EUR venda (R$) | EUR var. (%) |
  | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2025-11-14 | - | 14.90 | - | 3617 | 0,71% | 157739 | 0,37% | R$ 5,30 | R$ 5,30 | 0,00% | R$ 6,15 | R$ 6,16 | -0,01% |
| 2025-11-13 | - | 14.90 | 14.90 | 3591 | -0,17% | 157162 | -0,30% | R$ 5,30 | R$ 5,30 | 0,04% | R$ 6,16 | R$ 6,17 | 0,08% |
| 2025-11-12 | - | 14.90 | 14.90 | 3597 | 0,12% | 157633 | -0,07% | R$ 5,29 | R$ 5,29 | 0,02% | R$ 6,14 | R$ 6,14 | 0,03% |
| 2025-11-11 | - | 14.90 | 14.90 | 3593 | -0,01% | 157749 | 1,60% | R$ 5,27 | R$ 5,27 | 0,02% | R$ 6,11 | R$ 6,11 | -0,02% |
| 2025-11-10 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-09 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-08 | - | - | - | - | - | - | - | - | - | - | - | - | - |
| 2025-11-07 | - | 14.90 | 14.90 | 3597 | 0,11% | 154064 | 0,47% | R$ 5,33 | R$ 5,33 | 0,00% | R$ 6,17 | R$ 6,17 | 0,12% |
| 2025-11-06 | - | 14.90 | 14.90 | 3593 | 0,05% | 153339 | 0,03% | R$ 5,35 | R$ 5,35 | 0,05% | R$ 6,18 | R$ 6,18 | 0,06% |
| 2025-11-05 | - | 14.90 | 14.90 | 3591 | 0,03% | 153294 | 1,72% | R$ 5,36 | R$ 5,36 | 0,09% | R$ 6,16 | R$ 6,16 | 0,09% |",macro_consolidada,macro_consolidada,True,True,True,macro_consolidada,Suíte SQL-only gerada a partir de perguntas existentes para macro_consolidada.,macro_consolidada-q2,65,['status_not_ok'],False
Histórico macro consolidado de {{mês}},200,,True,,ok,ok,client_fiis_dividends_evolution,client_fiis_dividends_evolution,1.1,True,base,,0.8,0.1,1.1,1.1,1.1,1.1,client_fiis_dividends_evolution,fiis_dividendos,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,0,dividends_evolution,False,False,,response,,,True,False,262,262.0,328.512,False,,,Sem histórico de dividendos para exibir.,macro_consolidada,macro_consolidada,False,False,False,macro_consolidada,Suíte SQL-only gerada a partir de perguntas existentes para macro_consolidada.,macro_consolidada-q3,66,"['status_not_ok', 'entity_mismatch']",False
